,매장이름,주소,구,브랜드,위도,경도
349,샛강역,서울특별시 영등포구 여의대방로 376 (여의도동),영등포구,스타벅스,37.5110319,126.9247355
350,영등포역,서울특별시 영등포구 경인로 870 (영등포동1가),영등포구,스타벅스,37.5211643,126.9168781
351,당산대로,서울특별시 영등포구 양평로 22 (당산동6가),영등포구,스타벅스,37.5366186,126.8964835
352,여의도IFC몰(L1)R,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호,영등포구,스타벅스,37.52538915,126.92663352616975
353,여의도KBS R,서울특별시 영등포구 의사당대로 26 (여의도동),영등포구,스타벅스,37.5240804,126.9221394
354,여의도화재보험,서울특별시 영등포구 국제금융로6길 38 (여의도동),영등포구,스타벅스,37.5218503,126.9275174
355,국회대로,서울특별시 영등포구 국회대로 786 (여의도동),영등포구,스타벅스,37.5301414,126.8916263
356,영등포KT,서울특별시 영등포구 영중로 119 (영등포동8가),영등포구,스타벅스,37.5167442,126.9065388
357,여의도공원R,서울특별시 영등포구 여의공원로 101 (여의도동),영등포구,스타벅스,37.5280541,126.9243026367615
358,국회의사당역,서울특별시 영등포구 의사당대로 8 (여의도동),영등포구,스타벅스,37.5228012,126.9230723
359,선유도역,서울특별시 영등포구 양평로 115 (양평동4가),영등포구,스타벅스,37.5366186,126.8964835
360,여의도역R,서울특별시 영등포구 의사당대로 83 (여의도동) 1층,영등포구,스타벅스,37.5240804,126.9221394
361,선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩,영등포구,스타벅스,37.5335914,126.8975897
362,동여의도,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비,영등포구,스타벅스,37.5209047,126.9318294
363,여의도ABL타워,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워,영등포구,스타벅스,37.5240804,126.9221394
364,영등포신길,"서울특별시 영등포구 신길로 137 (신길동) 1,2층",영등포구,스타벅스,37.5045942,126.91002563661435
365,문래역,서울특별시 영등포구 당산로 34 (문래동3가),영등포구,스타벅스,37.5320286,126.9003117
366,당산,서울특별시 영등포구 양평로 64 (당산동6가),영등포구,스타벅스,37.5366186,126.8964835
367,여의도한양증권,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권,영등포구,스타벅스,37.5218503,126.9275174
368,여의도일신,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부,영등포구,스타벅스,37.5307854,126.925528
369,신세계타임스퀘어B2,"서울특별시 영등포구 영중로 9, 신세계타임스퀘어점 리빙관 지하2층 (영등포동4가)",영등포구,스타벅스,,
370,하이테크시티,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티,영등포구,스타벅스,37.5211643,126.9168781
371,여의도,서울특별시 영등포구 국제금융로2길 28 (여의도동),영등포구,스타벅스,37.5240224,126.925446
372,롯데캐슬여의도,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호",영등포구,스타벅스,37.5200311,126.92657152745399
373,문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)",영등포구,스타벅스,,
374,신세계타임스퀘어1F,"서울특별시 영등포구 영중로 9, 신세계백화점 리빙관 1층 (영등포동4가)",영등포구,스타벅스,,
375,여의도호성,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)",영등포구,스타벅스,,
376,타임스퀘어B2,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)",영등포구,스타벅스,,
377,영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가),영등포구,스타벅스,37.5184309,126.9126393
378,타임스퀘어2F,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가),영등포구,스타벅스,,
379,여의도의사당,"서울특별시 영등포구 국회대로74길 12, 남중빌딩 1층 (여의도동)",영등포구,스타벅스,,
380,여의도IFC(1F),서울특별시 영등포구 국제금융로 10 (여의도동),영등포구,스타벅스,37.52538915,126.92663352616975
381,여의도신한금융투자타워,서울특별시 영등포구 여의대로 70 (여의도동),영등포구,스타벅스,37.5244721,126.9218883
382,선유도역 1번출구,서울특별시 영등포구 양평로 128 (양평동5가)양평로 128,영등포구,스타벅스,37.5366186,126.8964835
383,영등포구청역,서울특별시 영등포구 국회대로 558 ,영등포구,스타벅스,37.5301414,126.8916263
384,서울양평역,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)",영등포구,스타벅스,37.5236635,126.8874616
385,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가),영등포구,스타벅스,37.5167442,126.9065388
386,더현대서울(B2)R,서울특별시 영등포구 여의대로 108 (여의도동),영등포구,스타벅스,37.526659949999996,126.92720561670195
387,당산역사거리,서울특별시 영등포구 양평로 47 (당산동5가),영등포구,스타벅스,37.5366186,126.8964835
388,불광역,서울특별시 은평구 통일로 715 (대조동),은평구,스타벅스,37.6227948,126.9198167
389,구파발사거리,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호,은평구,스타벅스,,
390,연신내역사거리,서울특별시 은평구 통일로 842 (불광동),은평구,스타벅스,37.6227948,126.9198167
391,연신내,서울특별시 은평구 통일로 867 (갈현동),은평구,스타벅스,37.6227948,126.9198167
392,구파발역,서울특별시 은평구 진관2로 12,은평구,스타벅스,37.63438,126.9187833
393,은평구청입구,서울특별시 은평구 은평로 170 (응암동),은평구,스타벅스,37.6011049,126.9264727
394,은평이마트,서울특별시 은평구 은평로 111 (응암동),은평구,스타벅스,37.6003292,126.92022829345238
395,구산역,서울특별시 은평구 연서로 146 (대조동),은평구,스타벅스,37.6094,126.9162
396,연합뉴스,서울특별시 종로구 율곡로2길 25 (수송동),종로구,스타벅스,37.5751512,126.9805493
397,혜화역,서울특별시 종로구 대학로12길 4 (동숭동)1~2층,종로구,스타벅스,37.5808672,127.003829
398,경희궁로,서울특별시 종로구 새문안로3길 15 (당주동),종로구,스타벅스,37.5731009,126.9726539
399,강북삼성병원,서울특별시 종로구 새문안로 29 (평동),종로구,스타벅스,37.568617849999995,126.96794589595588
400,종로평창동,서울특별시 종로구 평창12길 3 (평창동),종로구,스타벅스,37.6067214,126.9670761
401,광화문우체국,서울특별시 종로구 종로 6 (서린동),종로구,스타벅스,37.5698332,126.9780215
402,더종로R,서울특별시 종로구 종로 51 (종로2가),종로구,스타벅스,37.5707012,126.98356491452141
403,독립문역,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호,종로구,스타벅스,,
404,정부서울청사R,서울특별시 종로구 새문안로5가길 28 (적선동),종로구,스타벅스,37.5743099,126.97294077477906
405,동묘앞역,"서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부",종로구,스타벅스,37.5704095,126.9926512
406,종로구청,서울특별시 종로구 삼봉로 71 (수송동),종로구,스타벅스,37.57261775,126.98113615
407,북촌로,서울특별시 종로구 북촌로4길 23 (계동),종로구,스타벅스,37.5793892,126.9863284
408,종로수송,서울특별시 종로구 종로5길 30 (청진동) 1~3층,종로구,스타벅스,37.57163845,126.98066806731367
409,새문안로,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩,종로구,스타벅스,37.5701974,126.9738621
410,안국,서울특별시 종로구 북촌로 5-1 (재동),종로구,스타벅스,37.5832957,126.9850879
411,삼청동,서울특별시 종로구 삼청로 111-1 (삼청동),종로구,스타벅스,37.585359100000005,126.98182730834799
412,광화문D타워,서울특별시 종로구 종로3길 17 (청진동) D타워,종로구,스타벅스,37.5714099,126.9790493
413,적선,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)",종로구,스타벅스,,
414,인사,서울특별시 종로구 인사동길 14 (인사동),종로구,스타벅스,37.572318499999994,126.98698106963161
415,광화문R,서울특별시 종로구 세종대로 167 (세종로),종로구,스타벅스,37.571205,126.9762911
416,성대입구,서울특별시 종로구 창경궁로 235 (명륜3가),종로구,스타벅스,37.5707237,126.9977713
417,스페이스본,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본,종로구,스타벅스,37.5744515,126.9688493
418,주얼리시티,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티,종로구,스타벅스,37.5704095,126.9926512
419,종각,서울특별시 종로구 종로 64 (종로2가),종로구,스타벅스,37.5701335,126.985747
420,동숭로아트,서울특별시 종로구 동숭길 110 (동숭동),종로구,스타벅스,37.5814585,127.0041529
421,종로관철,"서울특별시 종로구 종로12길 21, 2층 (관철동)",종로구,스타벅스,,
422,경복궁역,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)",종로구,스타벅스,,
423,이마빌딩,서울특별시 종로구 종로1길 42 (수송동),종로구,스타벅스,37.57388385,126.9789907000422
424,마로니에공원,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)",종로구,스타벅스,,
425,종로3가,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)",종로구,스타벅스,,
426,대학로,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)",종로구,스타벅스,,
427,경복궁사거리,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)",종로구,스타벅스,,
428,종로관수,서울특별시 종로구 삼일대로20길 13 (관수동),종로구,스타벅스,37.5694756,126.9885482
429,정동,서울특별시 종로구 새문안로 42 (신문로2가),종로구,스타벅스,37.5701974,126.9738621
430,종로플레이스,서울특별시 종로구 창경궁로 120 (인의동),종로구,스타벅스,37.5707237,126.9977713
431,강북삼성병원1층,서울특별시 종로구 새문안로 29 (평동),종로구,스타벅스,37.568617849999995,126.96794589595588
432,동숭길입구,서울특별시 종로구 대학로 146 (혜화동),종로구,스타벅스,37.5842131,127.0019032
433,서울대치과병원,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층,종로구,스타벅스,,
434,서대문역,서울특별시 종로구 통일로 134 (평동),종로구,스타벅스,37.566415,126.9660112
435,숭례문북창,서울특별시 중구 세종대로12길 12 (남대문로4가),중구,스타벅스,37.5618033,126.9774493
436,을지로4가역,서울특별시 중구 을지로 170 (을지로4가),중구,스타벅스,37.5666781,127.0003104
437,동대문두타,서울특별시 중구 장충단로 275 (을지로6가),중구,스타벅스,37.56866205,127.00871843983305
438,대한상공회의소R,서울특별시 중구 세종대로 39 (남대문로4가) 1층,중구,스타벅스,37.5606791,126.9753714
439,국립중앙의료원,서울특별시 중구 을지로 251 (을지로6가),중구,스타벅스,37.5666781,127.0003104
440,동국대,서울특별시 중구 서애로 1길 11,중구,스타벅스,,
441,신세계본점5F,서울특별시 중구 소공로 63 (충무로1가),중구,스타벅스,37.560486,126.9810507
442,을지로내외빌딩R,서울특별시 중구 을지로 51 (을지로2가),중구,스타벅스,37.5666781,127.0003104
443,대우재단빌딩,서울특별시 중구 퇴계로 18 (남대문로5가),중구,스타벅스,37.561952,126.9976443
444,동대문공원,서울특별시 중구 장충단로 229 (광희동1가),중구,스타벅스,37.5696179,127.0097763
445,을지로국제빌딩,서울특별시 중구 남대문로 109 (다동),중구,스타벅스,37.5614271,126.9801824
446,동대입구역,서울특별시 중구 장충단로 166 (장충동1가),중구,스타벅스,37.5696179,127.0097763
447,신당역사거리,서울특별시 중구 다산로 258 (흥인동),중구,스타벅스,37.567665,127.0160853
448,연세세브란스,서울특별시 중구 통일로 10 (남대문로5가),중구,스타벅스,37.5655359,126.9670292
449,회현역,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산,중구,스타벅스,37.5608811,126.9950829
450,을지로경기빌딩,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩,중구,스타벅스,37.5679769,126.9857576
451,을지로2가,서울특별시 중구 삼일대로 358 (을지로2가),중구,스타벅스,37.5664753,126.9879975
452,신세계본점6F,서울특별시 중구 퇴계로 77 (충무로1가),중구,스타벅스,37.5569815,126.9726925
453,서울중앙우체국,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국,중구,스타벅스,37.56161555,126.98215850934079
454,한국프레스센터,서울특별시 중구 세종대로 124 (태평로1가),중구,스타벅스,37.5606791,126.9753714
455,명동중앙로,서울특별시 중구 명동길 60 (명동 2가),중구,스타벅스,37.5638495,126.9851142
456,약수역,서울특별시 중구 다산로 129 (신당동),중구,스타벅스,37.555337,127.0107752
457,중구저동,서울특별시 중구 수표로 34 (저동2가),중구,스타벅스,37.5639889,126.9901567
458,명동길,서울특별시 중구 명동10길 41,중구,스타벅스,37.5629055,126.9853949
459,서소문로,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩,중구,스타벅스,37.5639217,126.9765271
460,신당역,"서울특별시 중구 퇴계로 385, 1층 (흥인동)",중구,스타벅스,,
461,명동메트로,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔,중구,스타벅스,37.5649181,126.9834904
462,숭례문,"서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)",중구,스타벅스,,
463,순화동더샵,"서울특별시 중구 칠패로 27, 1층 (순화동)",중구,스타벅스,,
464,대한극장,"서울특별시 중구 퇴계로 212 (필동2가) 1,2층",중구,스타벅스,37.5610171,126.99533341918058
465,환구단,서울특별시 중구 소공로 112 (소공동),중구,스타벅스,37.5567751,126.9830055
466,무교동,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,중구,스타벅스,37.5675475,126.9791037
467,문화일보,서울특별시 중구 새문안로 22 (충정로1가) 문화일보,중구,스타벅스,37.5661569,126.9671166
468,태평로,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)",중구,스타벅스,,
469,퍼시픽타워,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)",중구,스타벅스,,
470,남산단암,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)",중구,스타벅스,,
471,황학캐슬,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아,중구,스타벅스,37.571123,127.02223014328246
472,을지로삼화타워,서울특별시 중구 을지로5길 16 (을지로2가) 1층,중구,스타벅스,37.5667526,126.9844846
473,소공로,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",중구,스타벅스,,
474,서소문배재,서울특별시 중구 서소문로 99 (서소문동),중구,스타벅스,37.5639217,126.9765271
475,을지로한국빌딩,"서울특별시 중구 을지로 50, 1층 (을지로 2가)",중구,스타벅스,,
476,KG타워,서울특별시 중구 통일로 92 (순화동) KG타워,중구,스타벅스,37.5655359,126.9670292
477,시청,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",중구,스타벅스,,
478,시청플러스,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",중구,스타벅스,,
479,충무로역,"서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)",중구,스타벅스,,
480,명동역,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)",중구,스타벅스,,
481,명동입구,서울특별시 중구 남대문로 68-1 (명동2가),중구,스타벅스,37.5614271,126.9801824
482,무교로,서울특별시 중구 무교로 15 (무교동),중구,스타벅스,37.5675475,126.9791037
483,숭례문SG타워,서울특별시 중구 세종대로 14 (남대문로5가),중구,스타벅스,37.5606791,126.9753714
484,레스케이프호텔R,서울특별시 중구 퇴계로 67 (회현동1가),중구,스타벅스,37.5569815,126.9726925
485,별다방,서울특별시 중구 퇴계로 100 (회현동2가),중구,스타벅스,37.5602936,126.982951
486,포포인츠명동,서울특별시 중구 삼일대로10길 36 (저동2가),중구,스타벅스,,
487,명동남산,서울특별시 중구 퇴계로 132 (남산동3가),중구,스타벅스,37.5569815,126.9726925
488,명일역,서울특별시 강동구 양재대로 1647 (명일동),강동구,스타벅스,37.5457779,127.1430009
489,강동구청DT,서울특별시 강동구 성내로 32 (성내동),강동구,스타벅스,37.52893,127.12503
490,강동암사DT,서울특별시 강동구 고덕로 43 (암사동),강동구,스타벅스,37.5546599,127.1501693
491,굽은다리역,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)",강동구,스타벅스,37.5457779,127.1430009
492,강동역,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)",강동구,스타벅스,37.5416513,127.1167334
493,둔촌동,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩,강동구,스타벅스,37.5457779,127.1430009
494,천호로데오,서울특별시 강동구 천호대로 1037 (천호동),강동구,스타벅스,37.5416513,127.1167334
495,천호이마트,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관,강동구,스타벅스,37.5416513,127.1167334
496,길동역,서울특별시 강동구 양재대로 1487 (길동),강동구,스타벅스,37.5457779,127.1430009
497,상일동,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)",강동구,스타벅스,,
498,천호역,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)",강동구,스타벅스,,
499,명일이마트,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장,강동구,스타벅스,37.5541673,127.1562194
500,상일동역,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)",강동구,스타벅스,37.5546599,127.1501693
501,천호사거리,서울특별시 강동구 올림픽로 651 (천호동),강동구,스타벅스,37.5524266,127.1283801
502,올림픽공원북2문,서울특별시 강동구 강동대로 199 (성내동),강동구,스타벅스,37.52702,127.12138
503,천호대로길동,서울특별시 강동구 천호대로 1131 거산 유팰리스,강동구,스타벅스,,
504,신도림,서울특별시 구로구 경인로 610 (신도림동),구로구,스타벅스,37.4978622,126.852714
505,구로디지털타워,서울특별시 구로구 디지털로32길 30 (구로동),구로구,스타벅스,37.4839057,126.8968543
506,오류동역,서울특별시 구로구 경인로 216 (오류동),구로구,스타벅스,37.4978622,126.852714
507,구로디지털로,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)",구로구,스타벅스,,
508,드림마크원,"서울특별시 구로구 디지털로31길 61, 드림마크원데이터센타 1층 (구로동)",구로구,스타벅스,,
509,구로에이스,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)",구로구,스타벅스,,
510,구로하이엔드,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)",구로구,스타벅스,,
511,현대디큐브2F,서울특별시 구로구 경인로 662 (신도림동),구로구,스타벅스,37.4978622,126.852714
512,구로호텔,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)",구로구,스타벅스,,
513,현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동),구로구,스타벅스,37.4978622,126.852714
514,구로고척,서울특별시 구로구 경인로 387 (고척동),구로구,스타벅스,37.4978622,126.852714
515,구로NC,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC,구로구,스타벅스,37.5030081,126.8798118
516,답십리역,서울특별시 동대문구 천호대로 263 (답십리동),동대문구,스타벅스,37.56172,127.0629
517,경희대삼거리,서울특별시 동대문구 회기로 141 (회기동),동대문구,스타벅스,37.5912463,127.0374592
518,외대정문,서울특별시 동대문구 이문로 93 (이문동),동대문구,스타벅스,37.60134,127.06205
519,신설동역,서울특별시 동대문구 왕산로 19 (신설동),동대문구,스타벅스,37.5757664,127.0234611
520,회기역사거리,서울특별시 동대문구 이문로 37 (회기동),동대문구,스타벅스,37.60134,127.06205
521,외대,서울특별시 동대문구 휘경로 12-1 (이문동),동대문구,스타벅스,37.5943159,127.0677672
522,장한평역,서울특별시 동대문구 장한로 10 (장안동),동대문구,스타벅스,37.5687297,127.0694493
523,경희대,서울특별시 동대문구 경희대로 16-1 (회기동),동대문구,스타벅스,37.592826200000005,127.05276446099592
524,청량리역사,서울특별시 동대문구 왕산로 214 (전농동),동대문구,스타벅스,37.5805961,127.0482573
525,서울숲역,서울특별시 성동구 왕십리로 50 (성수동1가) 1층,성동구,스타벅스,37.56477,127.02792
526,금호역,서울특별시 성동구 동호로 99 (금호동4가),성동구,스타벅스,37.5424653,127.016853
527,뚝섬역,서울특별시 성동구 아차산로 42 (성수동1가),성동구,스타벅스,37.5441973,127.0570919
528,황학사거리,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)",성동구,스타벅스,37.56477,127.02792
529,성수역,서울특별시 성동구 성수이로 94 (성수동2가),성동구,스타벅스,37.5421492,127.0562483
530,상왕십리역,서울특별시 성동구 왕십리로 382 (하왕십리동),성동구,스타벅스,37.56477,127.02792
531,왕십리역,서울특별시 성동구 왕십리로 326 (도선동),성동구,스타벅스,37.56477,127.02792
532,한양대,"서울특별시 성동구 왕십리로 225 (행당동) 1,2층",성동구,스타벅스,37.56477,127.02792
533,엔터식스,서울특별시 성동구 왕십리광장로 17 (행당동),성동구,스타벅스,37.5612222,127.0371358
534,성수이마트,서울특별시 성동구 뚝섬로 379 (성수동2가) 이마트 성수점,성동구,스타벅스,37.5415275,127.0195727
535,옥수,서울특별시 성동구 독서당로 202 (옥수동),성동구,스타벅스,37.55157,127.03233
536,성수낙낙,서울특별시 성동구 광나루로8길 31 (성수동2가) 성수낙낙 1층 101~107호,성동구,스타벅스,,
537,효창공원앞역,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)",용산구,스타벅스,37.5400102,126.9596662
538,서울역서부,서울특별시 용산구 만리재로 202 (서계동),용산구,스타벅스,37.5515371,126.9624512
539,이태원역,서울특별시 용산구 이태원로 188 (이태원동),용산구,스타벅스,37.5342621,126.9949041
540,한강진역R,서울특별시 용산구 이태원로 252 (한남동),용산구,스타벅스,37.5342986,126.9908797
541,용산역써밋R,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)",용산구,스타벅스,37.5356461,126.9738539
542,이촌,서울특별시 용산구 이촌로 276 (이촌동),용산구,스타벅스,37.5239545,126.9591581
543,신용산역,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)",용산구,스타벅스,37.5356461,126.9738539
544,용산파크타워,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)",용산구,스타벅스,37.5200613,126.9930348
545,남영동,서울특별시 용산구 한강대로 275 (갈월동),용산구,스타벅스,37.5356461,126.9738539
546,한남동R,서울특별시 용산구 독서당로 94 (한남동),용산구,스타벅스,37.53634,127.01165
547,서울타워,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층,용산구,스타벅스,37.551247399999994,126.98826417599432
548,서울역동자동,서울특별시 용산구 한강대로 372 (동자동),용산구,스타벅스,37.55104665,126.97354404690134
549,순천향입구,서울특별시 용산구 대사관로 67 (한남동),용산구,스타벅스,37.5335448,127.002637
550,숙대,서울특별시 용산구 청파로47길 57 (청파동3가),용산구,스타벅스,37.5451246,126.9655031
551,동빙고,서울특별시 용산구 장문로 12 (동빙고동),용산구,스타벅스,37.5290421,126.9918051
552,숙대입구역,서울특별시 용산구 한강대로 291 (갈월동),용산구,스타벅스,37.5356461,126.9738539
553,용산아이파크몰,서울특별시 용산구 한강대로23길 55,용산구,스타벅스,37.5301906,126.9651428
554,동부이촌동,서울특별시 용산구 이촌로 198 (이촌동),용산구,스타벅스,37.5239545,126.9591581
555,용산해링턴스퀘어,서울특별시 용산구 서빙고로 17 (한강로3가),용산구,스타벅스,37.5199553,126.9936951
556,서울역사,서울특별시 용산구 한강대로 405 (동자동) 신-101호,용산구,스타벅스,37.5545547,126.9707793
557,용산리첸시아,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)",용산구,스타벅스,37.5400102,126.9596662
558,포포인츠서울역,서울특별시 용산구 한강대로 366 (동자동),용산구,스타벅스,37.5356461,126.9738539
559,용산전자랜드,서울특별시 용산구 청파로 74 (한강로3가),용산구,스타벅스,37.5314891,126.9538856
560,상봉,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)",중랑구,스타벅스,37.5981883,127.0928622
561,중랑역,서울특별시 중랑구 망우로30길 3 (상봉동),중랑구,스타벅스,37.5942877,127.0740267
562,중랑구청,서울특별시 중랑구 신내로 72,중랑구,스타벅스,37.61185,127.09639
563,사가정역,서울특별시 중랑구 면목로 310,중랑구,스타벅스,37.5963518,127.0855162
564,상봉역,서울특별시 중랑구 망우로 307 (상봉동),중랑구,스타벅스,37.6004861,127.1047342
565,묵동이마트,"서울특별시 중랑구 동일로 932 (묵동, 묵동자이아파트) (묵동이마트 B1층)",중랑구,스타벅스,37.58916,127.08001
566,묵동,"서울특별시 중랑구 동일로 952 (묵동, 로프트원 태릉입구역) 1층",중랑구,스타벅스,37.58916,127.08001
567,중화역,"서울특별시 중랑구 봉화산로 35 1,2층",중랑구,스타벅스,,
568,강남YMCA점,서울 강남구 논현동,강남구,이디아,37.5123018,127.0294935
569,강남구청역아이티웨딩점,"서울 강남구 학동로 338 (논현동, 강남파라곤)",강남구,이디아,37.5199698,127.056947
570,강남논현학동점,서울 강남구 논현로131길 28 (논현동),강남구,이디아,37.513775,127.0273425
571,강남대치점,"서울 강남구 역삼로 415 (대치동, 성진빌딩)",강남구,이디아,37.5029327,127.0581438
572,강남도산점,서울 강남구 도산대로37길 20 (신사동),강남구,이디아,37.5220061,127.0313504
573,강남세곡점,"서울 강남구 헌릉로569길 9 (세곡동, 강남지웰파인즈)",강남구,이디아,37.4670394,127.0982391
574,강남율현점,"서울 강남구 밤고개로21길 8 (율현동, 세곡프라자)",강남구,이디아,37.4733456,127.1123547
575,강남자곡점,"서울 강남구 자곡로 180 (자곡동, 강남유탑유블레스)",강남구,이디아,37.47369985,127.1034624170334
576,개포동역점,"서울 강남구 개포로82길 11 (개포동, 삼우빌딩)",강남구,이디아,37.488846,127.0670631
577,건설회관점,서울 강남구 언주로 711 (논현동),강남구,이디아,37.4748174,127.0600448
578,대청역점,"서울 강남구 개포로109길 34 (개포동, 대청프라자)",강남구,이디아,37.4968938,127.077245
579,대치역점,"서울 강남구 남부순환로 2937 (대치동, 까치빌딩)",강남구,이디아,37.49409635,127.0616096
580,대치포스코점,"서울 강남구 테헤란로78길 16 (대치동, 노벨빌딩)",강남구,이디아,37.5053998,127.0555902
581,도곡2동점,"서울 강남구 논현로 142 (도곡동, 동현빌딩)",강남구,이디아,37.471318,127.0511927
582,도산사거리점,서울 강남구 논현동,강남구,이디아,37.5123018,127.0294935
583,삼성대치점,"서울 강남구 삼성로64길 32 (대치동, 주성빌딩)",강남구,이디아,37.5002202,127.0613379
584,삼성동점,서울 강남구 테헤란로88길 10 (대치동),강남구,이디아,37.5078464,127.0593745
585,삼성중앙점,서울 강남구 봉은사로 442 (삼성동),강남구,이디아,37.5148197,127.063493
586,삼성한전점,서울 강남구 테헤란로107길 11 (삼성동),강남구,이디아,37.510420499999995,127.06506369840604
587,선릉사거리점,"서울 강남구 선릉로 519 (역삼동, 삼능빌딩)",강남구,이디아,37.5290401,127.041123
588,선릉역점,"서울 강남구 테헤란로 332 (역삼동, HJ타워)",강남구,이디아,37.5082638,127.0606999
589,선릉점,"서울 강남구 선릉로86길 15 (대치동, 현대선릉 GOLD TOWER)",강남구,이디아,37.5035345,127.0515452
590,선정릉역점,서울 강남구 봉은사로 326 (역삼동),강남구,이디아,37.5148197,127.063493
591,수서역점,"서울 강남구 광평로 280 (수서동, 로즈데일오피스텔)",강남구,이디아,37.4874283,127.1030514
592,신사역점,서울 강남구 압구정로2길 62 (신사동),강남구,이디아,37.5196192,127.0204418
593,신사점,서울 강남구 도산대로 118 (논현동),강남구,이디아,37.5214392,127.0337787
594,압구정로데오역점,서울 강남구 선릉로161길 20 (신사동),강남구,이디아,37.527588,127.038093
595,압구정점,서울 강남구 신사동,강남구,이디아,37.52232055,127.02769395302175
596,압구정현대점,"서울 강남구 압구정로 214 (신사동, 현대종합상가빌딩)",강남구,이디아,37.5272658,127.028685
597,역삼더블루점,"서울 강남구 논현로63길 16 (역삼동, 역삼종합시장 더블루)",강남구,이디아,37.4919623,127.0375573
